id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
676,"Says Tim Tebow wrote, ""The government might be preparing us for a cashless society, but it was predicted by the Bible.""",Viral image,models/gemini-2.5-pro,"Tim Tebow wrote the statement ""The government might be preparing us for a cashless society, but it was predicted by the Bible.""",high,The Bible predicted a cashless society.,medium,The government is preparing for a cashless society.,low,"Tim Tebow wrote the statement ""The government might be preparing us for a cashless society, but it was predicted by the Bible.""",high,0,Likely false,There is no evidence Tim Tebow ever wrote or said this statement.,False
677,Says there have been no cases of wolves killing people in Rocky Mountain states.,Oregon Department of Fish and Wildlife,models/gemini-2.5-pro,There have been no cases of wolves killing people in Rocky Mountain states.,high,The Rocky Mountain states are a region in the United States.,low,Wolves were reintroduced into the Northern Rocky Mountains in the mid-1990s.,medium,There have been no cases of wolves killing people in Rocky Mountain states.,high,95,Verified,Records confirm no fatal attacks by wild wolves on humans have occurred in the US Rocky Mountains.,True
678,"A New York law makes it ""now perfectly legal to murder"" a baby a minute before it would be born.",Viral image,models/gemini-2.5-pro,"A New York law, the Reproductive Health Act (RHA), addresses abortion legality.",low,The RHA permits abortions to be performed after 24 weeks of pregnancy.,medium,The RHA allows late-term abortions when the patient's life or health is at risk.,high,The RHA allows late-term abortions when the patient's life or health is at risk.,high,100,Likely false,"The law's 'life or health' exception is omitted, and the act is not legally defined as murder.",False
679,"Says PolitiFact ""listed Governor Scott Walker of Wisconsin as the Governor who told the most lies"" and ""our own ‘untruthful’ Governor Chris Christie made it into Politifact's top five of ‘Lie - en Governors’.""",Loretta Weinberg,models/gemini-2.5-pro,PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies.,high,Governor Chris Christie made it into Politifact's top five of ‘Lie - en Governors’.,high,Politifact created a list called 'Lie - en Governors'.,medium,PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies.,high,0,Likely false,PolitiFact did not create this list; a blog post used its data to rank governors.,False
680,"Says Joe Biden wants to ""defund the police.""",Donald Trump,models/gemini-2.5-pro,Joe Biden has publicly stated opposition to defunding the police.,high,Joe Biden's budgets proposed increased federal funding for police.,high,Joe Biden has supported funding for social services to supplement some police duties.,medium,Joe Biden has publicly stated opposition to defunding the police.,high,100,Likely false,Biden has repeatedly stated he opposes defunding the police and has proposed increasing police funding.,False
681,"Says ""precisely zero terrorists, terrorist groups or terror plots have ever been connected with the U.S.-Mexico border to do harm to people within the United States.""",Beto O'Rourke,models/gemini-2.5-pro,Precisely zero terrorists have ever been connected with the U.S.-Mexico border to do harm in the U.S.,high,Precisely zero terrorist groups have ever been connected with the U.S.-Mexico border to do harm in the U.S.,high,Precisely zero terror plots have ever been connected with the U.S.-Mexico border to do harm in the U.S.,high,Precisely zero terrorists have ever been connected with the U.S.-Mexico border to do harm in the U.S.,high,25,Likely false,"A few individuals with terrorist ties have been apprehended at the border, contradicting the 'precisely zero' claim.",False
682,"""The Family Research Council, according to some government agencies, is a terrorist group.""",Ben Carson,models/gemini-2.5-pro,Some government agencies consider the Family Research Council a terrorist group.,high,The Family Research Council is an organization.,low,Government agencies designate terrorist groups.,medium,Some government agencies consider the Family Research Council a terrorist group.,high,95,Likely false,No U.S. government agency has designated the Family Research Council a terrorist group.,False
683,"""WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.""",Facebook posts,models/gemini-2.5-pro,The WHO says a child’s presence in school counts as ‘informed consent’ for vaccination.,high,The WHO says parental presence is not required for vaccination.,high,The WHO has recently stated this policy.,medium,The WHO says a child’s presence in school counts as ‘informed consent’ for vaccination.,high,95,Likely false,"This claim misrepresents WHO guidance, which does not state school presence alone constitutes informed consent.",False
684,Video shows man diving off a high bridge and into a swimming pool on a moving boat.,Facebook posts,models/gemini-2.5-pro,A video shows a man diving off a high bridge.,low,The man dives into a swimming pool.,low,The swimming pool is on a moving boat.,low,A video shows a man diving off a high bridge.,low,100,Likely false,The video is digitally altered; the boat and pool were edited into the original footage.,False
685,"During Lyndon B. Johnson’s first 20 years in Congress, ""he opposed every civil rights measure that came up for a vote.""",Barack Obama,models/gemini-2.5-pro,Lyndon B. Johnson was in Congress for at least 20 years.,high,Civil rights measures came up for a vote during LBJ's first 20 years in Congress.,high,LBJ opposed every civil rights measure that came up for a vote during his first 20 years in Congress.,high,Lyndon B. Johnson was in Congress for at least 20 years.,high,95,Verified,Historical records confirm Johnson consistently voted against civil rights legislation for his first two decades in Congress.,True
686,"Says Mitt Romney said he does not ""line up with the NRA.""",Rick Santorum,models/gemini-2.5-pro,Mitt Romney made a statement about the NRA.,low,Mitt Romney expressed non-alignment with the NRA.,medium,"Mitt Romney used the specific phrase he does not ""line up with the NRA.""",high,"Mitt Romney used the specific phrase he does not ""line up with the NRA.""",high,100,Verified,Romney made this exact statement during a U.S. Senate debate in 1994.,True
687,"""Gavin Newsom is out of sight likely because he has Guillain-Barre syndrome from his booster shot.""",Steve Kirsch,models/gemini-2.5-pro,Gavin Newsom was out of public sight for a period of time.,high,Gavin Newsom received a COVID-19 booster shot.,high,Gavin Newsom has Guillain-Barre syndrome.,high,Gavin Newsom was out of public sight for a period of time.,high,0,Likely false,This claim was unsubstantiated and publicly denied; his office cited family matters for his absence.,False
688,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,Jason Haas,models/gemini-2.5-pro,Milwaukee lost the headquarters for MillerCoors.,high,The Milwaukee area lacks good transit.,medium,The reason for the headquarters loss was a lack of good transit.,low,Milwaukee lost the headquarters for MillerCoors.,high,100,Likely false,MillerCoors cited Chicago's central location and airport access as the primary reasons for its headquarters choice.,False
689,"Al-Qaida is ""gone"" from Afghanistan.",Joe Biden,models/gemini-2.5-pro,Al-Qaida has no presence in Afghanistan.,high,Afghanistan no longer serves as a base for Al-Qaida.,high,The US mission to eliminate Al-Qaida from Afghanistan was complete.,medium,Al-Qaida has no presence in Afghanistan.,high,95,Likely false,Intelligence reports and the killing of Al-Qaida's leader in Kabul indicated a continued presence.,False
690,"""The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.""",Corey Lewandowski,models/gemini-2.5-pro,The chairman of the party of Florida... is an avid and outward supporter of Marco Rubio.,medium,The chairman of the party of Florida... gets to appoint 30 of those delegates.,high,Florida has delegates appointed for the national party convention.,low,The chairman of the party of Florida... gets to appoint 30 of those delegates.,high,95,Likely false,"Florida GOP rules gave delegate selection power to the primary winner, not the party chairman.",False
