id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
512,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,The Obama administration borrowed more than $10 trillion,high,The Obama administration picked up $5.2 trillion just in the stock market,medium,Maybe in a sense we're reducing debt,low,The Obama administration borrowed more than $10 trillion,high,100,Likely false,"Obama administration debt increased, not decreased",False
513,"""Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.""",Barack Obama,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
514,"Nine ""antifa members arrested"" in Portland, Ore.",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Nine individuals were arrested,high,The individuals arrested were members of Antifa,medium,"The location of the arrests was Portland, Ore.",high,Nine individuals were arrested,high,100,Verified,Arrest records or official reports confirm the number and location of arrests.,False
515,"""Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.""",Jim Francesconi,mistralai/Mistral-7B-Instruct-v0.2,"There are 90,000 county residents who are unemployed or underemployed in the wake of the 2008 Wall Street crash.",high,The economic inequality in Multnomah County has a face.,medium,The economic inequality in Multnomah County has a name.,medium,"There are 90,000 county residents who are unemployed or underemployed in the wake of the 2008 Wall Street crash.",high,100,Verified,Statement is supported by the provided data.,False
516,"""In Chicago, Covid-19 actually LOWERED the death rate.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Chicago experienced a change in death rate due to Covid-19,medium,The change in death rate in Chicago was a decrease,high,Covid-19 was the cause of the change in death rate in Chicago,medium,The change in death rate in Chicago was a decrease,high,80,Likely false,Data shows an increase in Covid-19 deaths in Chicago during the pandemic.,False
517,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Photo from Hunter Biden's laptop shows Paul Pelosi Jr.,medium,Photo shows Paul Pelosi Jr. abusing a girl,low,Photo shows Paul Pelosi Jr. doing drugs,low,Photo from Hunter Biden's laptop shows Paul Pelosi Jr.,medium,50,Likely false,No credible evidence supports the claim of child abuse or drug use in the photo.,False
518,Goat’s milk is a good substitute for baby formula.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Goat's milk is used as a substitute for baby formula.,medium,Goat's milk has nutritional properties.,high,Goat's milk is suitable for all babies.,low,Goat's milk has nutritional properties.,high,100,Uncertain,Nutritional properties do not guarantee suitability for all babies.,False
519,Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Comedian Heather McDonald collapsed on stage,medium,McDonald collapsed,high,McDonald collapsed as a result of the COVID-19 vaccine,low,McDonald collapsed,high,100,Uncertain,No evidence provided to support the claim that McDonald collapsed due to the COVID-19 vaccine.,False
520,"Says Gov. Scott Walker is ""cooking the books"" by releasing numbers ""he just dreamed up"" that show Wisconsin gained jobs in 2011.",Tom Barrett,mistralai/Mistral-7B-Instruct-v0.2,Gov. Scott Walker released numbers showing Wisconsin gained jobs in 2011.,high,Tom Barrett claims the numbers released by Gov. Scott Walker were just dreamed up.,medium,Tom Barrett accused Gov. Scott Walker of cooking the books.,high,Gov. Scott Walker released numbers showing Wisconsin gained jobs in 2011.,high,100,Uncertain,"The statement contains a claim about the legitimacy of the numbers, which is not within the scope of this model to verify.",False
521,"""Clarence Thomas’s wife was one of the organizers of Jan 6th""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Clarence Thomas's wife was involved in the organization of Jan 6th,high,Clarence Thomas was involved in the organization of Jan 6th,low,Jan 6th was organized by someone,medium,Clarence Thomas's wife was involved in the organization of Jan 6th,high,80,Likely false,No credible evidence supports the claim that Clarence Thomas's wife was one of the organizers of Jan 6th.,False
522,"Austin was the ""site of the first mass shooting in the country.""",Steve Adler,mistralai/Mistral-7B-Instruct-v0.2,Austin was the site of a mass shooting,high,Austin was the first site of a mass shooting in the country,medium,Austin was the first site of any mass shooting,low,Austin was the site of a mass shooting,high,100,Verified,"Historical records show multiple mass shootings occurred in the U.S. before the one in Austin, but it is true that Austin was a site of a mass shooting.",False
523,"The Founding Fathers of the United States intended that ""the church is supposed to direct the government.""",Lauren Boebert,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
524,"""It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.""",Tucker Carlson,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
525,"""‘America is dead’ — Joe Biden actually said this at his Iowa rally.""",Bloggers,mistralai/Mistral-7B-Instruct-v0.2,Joe Biden said 'America is dead',high,Joe Biden said this at his Iowa rally,medium,America is dead,high,Joe Biden said 'America is dead',high,100,Verified,Statement is a direct quote from Joe Biden,False
526,"""We’re broke. We don’t have any more money.""",Scott Walker,mistralai/Mistral-7B-Instruct-v0.2,The speaker claims that the state is financially depleted,high,The speaker claims that there is no more money available,high,Scott Walker is the speaker of the claim,low,The speaker claims that the state is financially depleted,high,100,Verified,The statement is a direct quote from the speaker.,False
527,The Atlanta shooting suspect wrote an anti-China post on Facebook prior to the shootings.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,The individual involved in the Atlanta shootings had a post on Facebook.,medium,The post on Facebook was about anti-China sentiments.,medium,The individual wrote the anti-China post prior to the shootings.,high,The individual wrote the anti-China post prior to the shootings.,high,100,Verified,The statement aligns with the fact that the individual wrote an anti-China post prior to the shootings.,False
528,"Says a photo of a park covered in trash was left behind by ""environmentalists"" after an Earth Day celebration in California.",Viral image,mistralai/Mistral-7B-Instruct-v0.2,A park was covered in trash,high,The park was covered in trash after an Earth Day celebration,medium,The environmentalists left the park covered in trash,low,A park was covered in trash,high,60,Uncertain,No evidence provided to confirm the claim that the environmentalists left the park covered in trash.,False
529,Says Don Lemon’s show has been canceled and he is leaving CNN.,YouTube videos,mistralai/Mistral-7B-Instruct-v0.2,Don Lemon's show has been canceled,high,Don Lemon is leaving CNN,high,,low,Don Lemon's show has been canceled,high,100,Verified,CNN confirmed the cancellation of Don Lemon's show.,False
530,"""They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).""",John McCain,mistralai/Mistral-7B-Instruct-v0.2,John McCain claims that Clinton and Obama have never been involved in legislation on climate change.,high,John McCain claims that Clinton and Obama have never been involved in hearings on climate change.,high,John McCain claims that Clinton and Obama have never been involved in engagement on climate change.,high,John McCain claims that Clinton and Obama have never been involved in legislation on climate change.,high,100,Uncertain,Requires extensive research to verify the complete legislative history of Clinton and Obama on climate change.,False
531,"""We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country.""",David Cicilline,mistralai/Mistral-7B-Instruct-v0.2,The statement mentions spending $100 billion in Afghanistan this year.,high,"The spending in Afghanistan is intended for fixing roads, building bridges, training police officers, and more.",medium,The statement also mentions cutting the same things in our own country.,medium,The statement mentions spending $100 billion in Afghanistan this year.,high,100,Verified,The speaker explicitly states the amount and location of the spending.,False
