id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
706,"""Milwaukee has the second-highest"" number of children recovered from sex trafficking.",Gwen Moore,meta-llama/llama-3.1-8b-instruct,Milwaukee has the second-highest number of children recovered from sex trafficking.,high,There are children recovered from sex trafficking.,medium,Sex trafficking exists in Milwaukee.,high,Milwaukee has the second-highest number of children recovered from sex trafficking.,high,90,Verified,"According to the National Human Trafficking Hotline, Milwaukee is among the top cities for child sex trafficking recoveries.",False
707,"""Third party votes only siphon from (Democrats).""",Instagram posts,meta-llama/llama-3.1-8b-instruct,Third party votes exist.,high,Third party votes can siphon from Democrats.,medium,Democrats are a political party.,high,Third party votes exist.,high,80,Verified,"This is a common argument in US politics, supported by various studies.",False
708,Health care reform will not affect veterans' benefits.,David Axelrod,meta-llama/llama-3.1-8b-instruct,Health care reform is being proposed.,high,Veterans' benefits are separate from health care reform.,high,Health care reform will be implemented.,medium,Health care reform is being proposed.,high,80,Verified,This is a direct statement from the Obama administration's health care reform plan.,True
709,"""The studies have shown us that [drug testing for welfare recipients] will be saving us money""",Doreen Costa,meta-llama/llama-3.1-8b-instruct,Studies have shown that drug testing for welfare recipients will save money,low,Drug testing for welfare recipients has been implemented,low,Studies have shown that drug testing for welfare recipients will be saving us money,high,Studies have shown that drug testing for welfare recipients will be saving us money,high,80,Uncertain,Lack of concrete evidence to support the claim,False
710,"""There's never been a president (before Joe Biden) that has made race and gender the defining factor"" for a Supreme Court nomination.",Sean Hannity,meta-llama/llama-3.1-8b-instruct,There's never been a president before Joe Biden,high,Joe Biden is the current president,high,Race and gender have been defining factors for Supreme Court nominations before,medium,There's never been a president before Joe Biden,high,80,Verified,Historical records show previous presidents considered race and gender in SCOTUS nominations,False
711,"Under the White House’s budget proposal, ""we will not be adding more to the national debt"" by the middle of the decade.",Barack Obama,meta-llama/llama-3.1-8b-instruct,The White House has a budget proposal,low,The proposal does not add to the national debt by the middle of the decade,high,The middle of the decade is a specific time frame,medium,The proposal does not add to the national debt by the middle of the decade,high,80,Verified,The White House's budget proposal explicitly states this claim,False
712,"""When Jim Doyle was governor and Mary Burke was commerce secretary,"" Wisconsin saw ""billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.""",Scott Walker,meta-llama/llama-3.1-8b-instruct,Jim Doyle was governor of Wisconsin,high,Mary Burke was commerce secretary,high,Wisconsin saw billions in middle-class tax hikes,high,Jim Doyle was governor of Wisconsin,high,90,Verified,This claim is supported by a 2014 PolitiFact article,False
713,"Marco Rubio says ""Solo Ingles"" (English only).",Kendrick Meek,meta-llama/llama-3.1-8b-instruct,"Marco Rubio says ""Solo Ingles"" (English only).",high,Marco Rubio is a politician.,high,Kendrick Meek made this statement.,low,"Marco Rubio says ""Solo Ingles"" (English only).",high,80,Verified,Kendrick Meek is a reliable source for this statement.,False
714,Says Joe Biden’s presidential campaign donated $20 million to bail out protesters.,Facebook posts,meta-llama/llama-3.1-8b-instruct,Joe Biden's presidential campaign donated $20 million to bail out protesters.,high,Joe Biden's presidential campaign donated $20 million.,high,Protesters were bailed out.,medium,Joe Biden's presidential campaign donated $20 million to bail out protesters.,high,80,Likely false,No evidence of such a large donation exists.,False
715,"Under Donald Trump's tax plan, ""51 percent of single parents would see their taxes go up.""",Hillary Clinton,meta-llama/llama-3.1-8b-instruct,Donald Trump has a tax plan,medium,51 percent of single parents would see their taxes go up,high,single parents exist,low,51 percent of single parents would see their taxes go up,high,90,Verified,This claim is supported by various fact-checking organizations.,True
716,"""Forty cents of every dollar being spent by the federal government is being borrowed from my children.""",Marco Rubio,meta-llama/llama-3.1-8b-instruct,Forty cents of every dollar being spent by the federal government is being borrowed,high,the federal government is spending a large amount of money,medium,the money being spent is being borrowed from future generations,high,Forty cents of every dollar being spent by the federal government is being borrowed,high,90,Verified,"According to the Congressional Budget Office, in 2020, 40% of federal spending was financed by borrowing.",True
717,"The CDC was ""normalizing blood clots"" by tweeting about the health condition before the Super Bowl.",Facebook posts,meta-llama/llama-3.1-8b-instruct,The CDC tweeted about blood clots before the Super Bowl.,high,The CDC tweeted about blood clots.,high,The Super Bowl occurred on a specific date.,low,The CDC tweeted about blood clots before the Super Bowl.,high,80,Verified,CDC tweets about blood clots before the Super Bowl are publicly available.,False
718,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",Facebook posts,meta-llama/llama-3.1-8b-instruct,President Trump donated his second quarter salary to rebuild military cemeteries,low,media ignored it,low,President Trump donated his salary as POTUS on multiple occasions,medium,President Trump donated his salary as POTUS on multiple occasions,medium,80,Verified,Multiple sources confirm Trump donated his salary as POTUS on multiple occasions,False
719,"Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment""",Chris Collins,meta-llama/llama-3.1-8b-instruct,Hillary Clinton has already said she's going to wipe out the Second Amendment.,high,She doesn't believe in the First Amendment.,high,"She believes in big government, which flies in the face of the 10th Amendment.",medium,Hillary Clinton has already said she's going to wipe out the Second Amendment.,high,100,Likely false,There is no evidence of Clinton making this statement,False
720,"About New York state: ""We have the highest debt per capita.""",Edward Cox,meta-llama/llama-3.1-8b-instruct,New York state has the highest debt per capita.,high,,,,,New York state has the highest debt per capita.,high,100,Verified,This can be verified through official New York state financial reports.,True
721,"""For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.""",Jean Schmidt,meta-llama/llama-3.1-8b-instruct,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",high,Planned Parenthood clinics provide abortions.,high,Pregnant women walk into Planned Parenthood clinics.,medium,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",high,80,Likely false,Planned Parenthood's own data shows a much lower abortion rate.,False
722,"North Carolina Secretary of State Elaine Marshall ""has won more statewide races than probably anyone else alive.""",Jenna Wadsworth,meta-llama/llama-3.1-8b-instruct,North Carolina Secretary of State Elaine Marshall has won more statewide races than probably anyone else alive.,high,Elaine Marshall is a North Carolina politician.,medium,Elaine Marshall has won statewide races.,high,North Carolina Secretary of State Elaine Marshall has won more statewide races than probably anyone else alive.,high,80,Verified,Elaine Marshall's election history supports this claim.,True
723,"""Bill White ...offered sanctuary to illegal immigrants.""",Cathie Adams,meta-llama/llama-3.1-8b-instruct,Bill White offered sanctuary to illegal immigrants.,high,,,,,Bill White offered sanctuary to illegal immigrants.,high,100,Verified,This claim can be verified through fact-checking sources.,False
724,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",Ben Carson,meta-llama/llama-3.1-8b-instruct,Ukraine was a nuclear-armed state.,high,They gave away their nuclear arms.,high,We would protect them.,medium,Ukraine was a nuclear-armed state.,high,80,Verified,Historical records confirm Ukraine had nuclear weapons in the 1990s.,False
